#: table_doi: 10.17182/hepdata.78697.v2/t16
#: name: Table 16
#: description: Two-dimensional distributions of $x$-$y$ positions of vertices observed in the data passing the vertex pre-selection and satisfying all signal region event-level requirements.
#: data_file: data46.yaml
#: data_license:   
#: keyword reactions: 
#: keyword observables: N
#: keyword phrases: Proton-Proton Scattering | Supersymmetry | SUSY
#: keyword cmenergies: 13000.0
#: SQRT(S) [GeV],13000
'DV x [mm]','DV y [mm]','Entries'
-70.0,-130.0,1.0
-66.0,-130.0,4.0
-62.0,-130.0,2.0
-50.0,-130.0,1.0
-46.0,-130.0,1.0
-42.0,-130.0,3.0
-38.0,-130.0,2.0
-34.0,-130.0,2.0
-30.0,-130.0,5.0
-26.0,-130.0,2.0
-22.0,-130.0,2.0
-18.0,-130.0,1.0
-14.0,-130.0,2.0
-10.0,-130.0,2.0
-6.0,-130.0,1.0
-2.0,-130.0,1.0
2.0,-130.0,4.0
6.0,-130.0,2.0
10.0,-130.0,2.0
14.0,-130.0,1.0
18.0,-130.0,2.0
22.0,-130.0,4.0
26.0,-130.0,2.0
30.0,-130.0,1.0
34.0,-130.0,1.0
38.0,-130.0,3.0
42.0,-130.0,3.0
46.0,-130.0,3.0
50.0,-130.0,2.0
66.0,-130.0,2.0
70.0,-130.0,1.0
74.0,-130.0,3.0
78.0,-130.0,3.0
82.0,-130.0,3.0
86.0,-130.0,1.0
90.0,-130.0,2.0
94.0,-130.0,2.0
98.0,-130.0,5.0
102.0,-130.0,5.0
106.0,-130.0,5.0
110.0,-130.0,1.0
114.0,-130.0,2.0
118.0,-130.0,1.0
122.0,-130.0,3.0
126.0,-130.0,3.0
130.0,-130.0,4.0
134.0,-130.0,3.0
138.0,-130.0,3.0
142.0,-130.0,4.0
146.0,-130.0,3.0
166.0,-130.0,2.0
170.0,-130.0,2.0
174.0,-130.0,4.0
178.0,-130.0,4.0
182.0,-130.0,1.0
194.0,-130.0,2.0
198.0,-130.0,1.0
206.0,-130.0,1.0
218.0,-130.0,3.0
234.0,-130.0,1.0
238.0,-130.0,1.0
242.0,-130.0,1.0
-246.0,-126.0,1.0
-242.0,-126.0,1.0
-238.0,-126.0,2.0
-234.0,-126.0,1.0
-218.0,-126.0,2.0
-214.0,-126.0,1.0
-210.0,-126.0,2.0
-206.0,-126.0,2.0
-202.0,-126.0,1.0
-198.0,-126.0,1.0
-186.0,-126.0,3.0
-182.0,-126.0,2.0
-178.0,-126.0,3.0
-170.0,-126.0,1.0
-146.0,-126.0,2.0
-142.0,-126.0,2.0
-138.0,-126.0,4.0
-134.0,-126.0,3.0
-130.0,-126.0,1.0
-126.0,-126.0,1.0
-122.0,-126.0,3.0
-118.0,-126.0,5.0
-114.0,-126.0,5.0
-110.0,-126.0,1.0
-106.0,-126.0,2.0
-102.0,-126.0,2.0
-94.0,-126.0,4.0
-90.0,-126.0,5.0
-86.0,-126.0,2.0
-82.0,-126.0,4.0
-78.0,-126.0,2.0
-74.0,-126.0,1.0
-70.0,-126.0,3.0
-62.0,-126.0,2.0
-58.0,-126.0,3.0
-54.0,-126.0,2.0
-50.0,-126.0,1.0
-42.0,-126.0,2.0
-38.0,-126.0,2.0
-34.0,-126.0,1.0
-26.0,-126.0,1.0
-22.0,-126.0,2.0
-18.0,-126.0,3.0
-14.0,-126.0,2.0
-6.0,-126.0,1.0
-2.0,-126.0,3.0
2.0,-126.0,1.0
6.0,-126.0,3.0
10.0,-126.0,1.0
14.0,-126.0,1.0
18.0,-126.0,1.0
22.0,-126.0,1.0
30.0,-126.0,2.0
34.0,-126.0,1.0
42.0,-126.0,2.0
46.0,-126.0,2.0
50.0,-126.0,1.0
54.0,-126.0,2.0
58.0,-126.0,5.0
62.0,-126.0,1.0
74.0,-126.0,2.0
78.0,-126.0,3.0
82.0,-126.0,4.0
86.0,-126.0,3.0
90.0,-126.0,1.0
94.0,-126.0,3.0
98.0,-126.0,2.0
102.0,-126.0,2.0
106.0,-126.0,1.0
110.0,-126.0,1.0
118.0,-126.0,2.0
122.0,-126.0,1.0
126.0,-126.0,5.0
130.0,-126.0,5.0
134.0,-126.0,1.0
138.0,-126.0,2.0
142.0,-126.0,2.0
146.0,-126.0,2.0
178.0,-126.0,2.0
182.0,-126.0,1.0
186.0,-126.0,1.0
194.0,-126.0,1.0
198.0,-126.0,1.0
206.0,-126.0,3.0
210.0,-126.0,3.0
214.0,-126.0,4.0
218.0,-126.0,1.0
234.0,-126.0,2.0
242.0,-126.0,3.0
-246.0,-122.0,1.0
-238.0,-122.0,1.0
-234.0,-122.0,1.0
-222.0,-122.0,1.0
-218.0,-122.0,1.0
-210.0,-122.0,1.0
-206.0,-122.0,1.0
-202.0,-122.0,1.0
-198.0,-122.0,1.0
-194.0,-122.0,1.0
-190.0,-122.0,2.0
-186.0,-122.0,3.0
-182.0,-122.0,1.0
-178.0,-122.0,5.0
-174.0,-122.0,1.0
-146.0,-122.0,3.0
-142.0,-122.0,3.0
-138.0,-122.0,3.0
-134.0,-122.0,2.0
-130.0,-122.0,2.0
-126.0,-122.0,3.0
-122.0,-122.0,4.0
-118.0,-122.0,1.0
-110.0,-122.0,1.0
-106.0,-122.0,4.0
-102.0,-122.0,4.0
-98.0,-122.0,5.0
-94.0,-122.0,4.0
-90.0,-122.0,4.0
-86.0,-122.0,4.0
-82.0,-122.0,2.0
-78.0,-122.0,3.0
-70.0,-122.0,1.0
-66.0,-122.0,1.0
-62.0,-122.0,3.0
-58.0,-122.0,7.0
-54.0,-122.0,2.0
-50.0,-122.0,1.0
-46.0,-122.0,3.0
-42.0,-122.0,2.0
-38.0,-122.0,1.0
-30.0,-122.0,2.0
-26.0,-122.0,2.0
-18.0,-122.0,2.0
-14.0,-122.0,4.0
-10.0,-122.0,1.0
-6.0,-122.0,3.0
-2.0,-122.0,2.0
6.0,-122.0,1.0
10.0,-122.0,3.0
18.0,-122.0,1.0
22.0,-122.0,1.0
30.0,-122.0,1.0
34.0,-122.0,2.0
38.0,-122.0,2.0
42.0,-122.0,4.0
50.0,-122.0,2.0
54.0,-122.0,2.0
58.0,-122.0,2.0
62.0,-122.0,3.0
66.0,-122.0,3.0
78.0,-122.0,4.0
82.0,-122.0,4.0
86.0,-122.0,3.0
90.0,-122.0,2.0
94.0,-122.0,3.0
98.0,-122.0,5.0
102.0,-122.0,2.0
106.0,-122.0,1.0
110.0,-122.0,2.0
114.0,-122.0,4.0
118.0,-122.0,1.0
122.0,-122.0,6.0
126.0,-122.0,3.0
130.0,-122.0,3.0
134.0,-122.0,2.0
138.0,-122.0,1.0
142.0,-122.0,4.0
146.0,-122.0,3.0
174.0,-122.0,3.0
178.0,-122.0,4.0
182.0,-122.0,1.0
186.0,-122.0,2.0
198.0,-122.0,1.0
202.0,-122.0,2.0
210.0,-122.0,3.0
218.0,-122.0,1.0
222.0,-122.0,1.0
226.0,-122.0,1.0
234.0,-122.0,1.0
238.0,-122.0,2.0
242.0,-122.0,1.0
246.0,-122.0,1.0
250.0,-122.0,1.0
-242.0,-118.0,1.0
-238.0,-118.0,1.0
-234.0,-118.0,3.0
-210.0,-118.0,1.0
-202.0,-118.0,1.0
-198.0,-118.0,1.0
-190.0,-118.0,3.0
-186.0,-118.0,3.0
-174.0,-118.0,4.0
-150.0,-118.0,2.0
-142.0,-118.0,5.0
-138.0,-118.0,4.0
-134.0,-118.0,1.0
-130.0,-118.0,3.0
-126.0,-118.0,1.0
-122.0,-118.0,3.0
-118.0,-118.0,2.0
-114.0,-118.0,2.0
-110.0,-118.0,4.0
-106.0,-118.0,2.0
-102.0,-118.0,2.0
-98.0,-118.0,2.0
-90.0,-118.0,5.0
-86.0,-118.0,1.0
-74.0,-118.0,1.0
-70.0,-118.0,5.0
-62.0,-118.0,2.0
-58.0,-118.0,2.0
-54.0,-118.0,1.0
-50.0,-118.0,2.0
-46.0,-118.0,2.0
-34.0,-118.0,3.0
-26.0,-118.0,1.0
-22.0,-118.0,7.0
-18.0,-118.0,4.0
-14.0,-118.0,3.0
-6.0,-118.0,6.0
-2.0,-118.0,2.0
2.0,-118.0,2.0
10.0,-118.0,3.0
14.0,-118.0,2.0
18.0,-118.0,2.0
22.0,-118.0,1.0
26.0,-118.0,1.0
30.0,-118.0,1.0
34.0,-118.0,1.0
42.0,-118.0,1.0
46.0,-118.0,2.0
50.0,-118.0,1.0
54.0,-118.0,3.0
62.0,-118.0,3.0
66.0,-118.0,2.0
70.0,-118.0,5.0
74.0,-118.0,5.0
78.0,-118.0,3.0
86.0,-118.0,3.0
90.0,-118.0,5.0
94.0,-118.0,3.0
98.0,-118.0,4.0
102.0,-118.0,5.0
106.0,-118.0,4.0
110.0,-118.0,2.0
114.0,-118.0,1.0
118.0,-118.0,2.0
122.0,-118.0,3.0
126.0,-118.0,4.0
130.0,-118.0,4.0
134.0,-118.0,3.0
138.0,-118.0,2.0
142.0,-118.0,4.0
146.0,-118.0,4.0
178.0,-118.0,2.0
182.0,-118.0,1.0
186.0,-118.0,4.0
190.0,-118.0,2.0
202.0,-118.0,3.0
214.0,-118.0,3.0
218.0,-118.0,2.0
222.0,-118.0,2.0
226.0,-118.0,1.0
234.0,-118.0,4.0
238.0,-118.0,5.0
246.0,-118.0,1.0
250.0,-118.0,2.0
-250.0,-114.0,1.0
-238.0,-114.0,2.0
-226.0,-114.0,1.0
-222.0,-114.0,2.0
-218.0,-114.0,2.0
-214.0,-114.0,2.0
-206.0,-114.0,2.0
-202.0,-114.0,1.0
-194.0,-114.0,1.0
-190.0,-114.0,1.0
-186.0,-114.0,2.0
-182.0,-114.0,4.0
-178.0,-114.0,2.0
-174.0,-114.0,1.0
-150.0,-114.0,2.0
-146.0,-114.0,2.0
-142.0,-114.0,3.0
-138.0,-114.0,3.0
-134.0,-114.0,3.0
-130.0,-114.0,6.0
-126.0,-114.0,5.0
-122.0,-114.0,4.0
-118.0,-114.0,2.0
-114.0,-114.0,2.0
-110.0,-114.0,4.0
-106.0,-114.0,2.0
-102.0,-114.0,1.0
-94.0,-114.0,1.0
-90.0,-114.0,1.0
-82.0,-114.0,2.0
-78.0,-114.0,1.0
-74.0,-114.0,1.0
-70.0,-114.0,4.0
-62.0,-114.0,2.0
-58.0,-114.0,3.0
-38.0,-114.0,1.0
-34.0,-114.0,4.0
-30.0,-114.0,1.0
-26.0,-114.0,3.0
-22.0,-114.0,3.0
-18.0,-114.0,4.0
-14.0,-114.0,4.0
-10.0,-114.0,3.0
-6.0,-114.0,7.0
-2.0,-114.0,2.0
6.0,-114.0,2.0
14.0,-114.0,4.0
18.0,-114.0,1.0
22.0,-114.0,3.0
26.0,-114.0,1.0
30.0,-114.0,2.0
34.0,-114.0,1.0
38.0,-114.0,4.0
42.0,-114.0,6.0
46.0,-114.0,3.0
58.0,-114.0,3.0
66.0,-114.0,3.0
78.0,-114.0,1.0
82.0,-114.0,1.0
94.0,-114.0,1.0
98.0,-114.0,3.0
102.0,-114.0,5.0
106.0,-114.0,2.0
110.0,-114.0,3.0
114.0,-114.0,2.0
118.0,-114.0,2.0
126.0,-114.0,3.0
130.0,-114.0,3.0
138.0,-114.0,3.0
146.0,-114.0,2.0
150.0,-114.0,2.0
174.0,-114.0,2.0
178.0,-114.0,1.0
182.0,-114.0,1.0
186.0,-114.0,2.0
190.0,-114.0,3.0
194.0,-114.0,1.0
202.0,-114.0,3.0
210.0,-114.0,1.0
214.0,-114.0,4.0
218.0,-114.0,2.0
222.0,-114.0,2.0
230.0,-114.0,1.0
238.0,-114.0,1.0
242.0,-114.0,1.0
246.0,-114.0,1.0
250.0,-114.0,3.0
254.0,-114.0,1.0
-250.0,-110.0,3.0
-238.0,-110.0,3.0
-222.0,-110.0,1.0
-218.0,-110.0,2.0
-214.0,-110.0,2.0
-210.0,-110.0,2.0
-198.0,-110.0,4.0
-186.0,-110.0,1.0
-182.0,-110.0,4.0
-174.0,-110.0,1.0
-150.0,-110.0,1.0
-146.0,-110.0,4.0
-142.0,-110.0,5.0
-138.0,-110.0,2.0
-134.0,-110.0,3.0
-130.0,-110.0,2.0
-126.0,-110.0,1.0
-122.0,-110.0,1.0
-118.0,-110.0,4.0
-114.0,-110.0,1.0
-106.0,-110.0,4.0
-102.0,-110.0,4.0
-98.0,-110.0,4.0
-94.0,-110.0,2.0
-90.0,-110.0,1.0
-86.0,-110.0,2.0
-82.0,-110.0,2.0
-78.0,-110.0,2.0
-74.0,-110.0,4.0
-70.0,-110.0,2.0
-54.0,-110.0,1.0
-50.0,-110.0,2.0
-46.0,-110.0,3.0
-42.0,-110.0,1.0
-38.0,-110.0,2.0
-30.0,-110.0,1.0
-26.0,-110.0,2.0
-22.0,-110.0,4.0
-18.0,-110.0,1.0
-14.0,-110.0,1.0
-2.0,-110.0,1.0
6.0,-110.0,1.0
10.0,-110.0,1.0
22.0,-110.0,8.0
26.0,-110.0,4.0
38.0,-110.0,3.0
42.0,-110.0,2.0
46.0,-110.0,3.0
50.0,-110.0,5.0
54.0,-110.0,2.0
58.0,-110.0,2.0
66.0,-110.0,1.0
74.0,-110.0,6.0
82.0,-110.0,2.0
86.0,-110.0,2.0
90.0,-110.0,1.0
98.0,-110.0,3.0
102.0,-110.0,1.0
106.0,-110.0,5.0
110.0,-110.0,4.0
114.0,-110.0,1.0
118.0,-110.0,4.0
122.0,-110.0,2.0
126.0,-110.0,1.0
130.0,-110.0,1.0
134.0,-110.0,2.0
138.0,-110.0,5.0
142.0,-110.0,5.0
146.0,-110.0,3.0
150.0,-110.0,2.0
174.0,-110.0,1.0
178.0,-110.0,4.0
182.0,-110.0,2.0
186.0,-110.0,1.0
190.0,-110.0,1.0
194.0,-110.0,2.0
198.0,-110.0,1.0
210.0,-110.0,1.0
214.0,-110.0,1.0
222.0,-110.0,1.0
226.0,-110.0,3.0
230.0,-110.0,2.0
238.0,-110.0,2.0
242.0,-110.0,2.0
254.0,-110.0,1.0
-254.0,-106.0,1.0
-242.0,-106.0,2.0
-238.0,-106.0,1.0
-230.0,-106.0,4.0
-226.0,-106.0,3.0
-222.0,-106.0,1.0
-218.0,-106.0,3.0
-210.0,-106.0,3.0
-206.0,-106.0,1.0
-198.0,-106.0,1.0
-194.0,-106.0,1.0
-190.0,-106.0,4.0
-186.0,-106.0,2.0
-182.0,-106.0,6.0
-178.0,-106.0,1.0
-158.0,-106.0,1.0
-154.0,-106.0,4.0
-150.0,-106.0,3.0
-146.0,-106.0,1.0
-142.0,-106.0,2.0
-138.0,-106.0,5.0
-134.0,-106.0,7.0
-130.0,-106.0,5.0
-126.0,-106.0,1.0
-122.0,-106.0,2.0
-118.0,-106.0,4.0
-114.0,-106.0,2.0
-110.0,-106.0,3.0
-106.0,-106.0,7.0
-102.0,-106.0,1.0
-98.0,-106.0,2.0
-90.0,-106.0,2.0
-82.0,-106.0,3.0
-78.0,-106.0,2.0
-74.0,-106.0,4.0
-70.0,-106.0,5.0
-58.0,-106.0,3.0
-54.0,-106.0,1.0
-46.0,-106.0,1.0
-38.0,-106.0,1.0
-34.0,-106.0,1.0
-30.0,-106.0,1.0
-22.0,-106.0,1.0
-18.0,-106.0,1.0
-10.0,-106.0,1.0
-6.0,-106.0,1.0
-2.0,-106.0,2.0
2.0,-106.0,1.0
6.0,-106.0,2.0
14.0,-106.0,1.0
18.0,-106.0,1.0
30.0,-106.0,1.0
34.0,-106.0,3.0
38.0,-106.0,2.0
42.0,-106.0,2.0
46.0,-106.0,4.0
50.0,-106.0,1.0
54.0,-106.0,1.0
58.0,-106.0,1.0
70.0,-106.0,4.0
74.0,-106.0,1.0
78.0,-106.0,1.0
82.0,-106.0,2.0
94.0,-106.0,1.0
98.0,-106.0,1.0
102.0,-106.0,5.0
106.0,-106.0,6.0
110.0,-106.0,3.0
118.0,-106.0,4.0
122.0,-106.0,3.0
126.0,-106.0,3.0
130.0,-106.0,3.0
134.0,-106.0,4.0
138.0,-106.0,2.0
142.0,-106.0,3.0
146.0,-106.0,6.0
150.0,-106.0,2.0
178.0,-106.0,1.0
182.0,-106.0,1.0
186.0,-106.0,1.0
190.0,-106.0,2.0
194.0,-106.0,3.0
198.0,-106.0,3.0
206.0,-106.0,2.0
210.0,-106.0,1.0
214.0,-106.0,2.0
218.0,-106.0,1.0
226.0,-106.0,1.0
230.0,-106.0,1.0
238.0,-106.0,1.0
242.0,-106.0,1.0
246.0,-106.0,2.0
250.0,-106.0,1.0
254.0,-106.0,1.0
-254.0,-102.0,1.0
-250.0,-102.0,1.0
-246.0,-102.0,1.0
-242.0,-102.0,2.0
-230.0,-102.0,3.0
-222.0,-102.0,3.0
-218.0,-102.0,2.0
-210.0,-102.0,2.0
-198.0,-102.0,1.0
-190.0,-102.0,1.0
-186.0,-102.0,1.0
-182.0,-102.0,2.0
-158.0,-102.0,1.0
-150.0,-102.0,1.0
-146.0,-102.0,5.0
-142.0,-102.0,2.0
-138.0,-102.0,2.0
-134.0,-102.0,7.0
-130.0,-102.0,2.0
-126.0,-102.0,3.0
-122.0,-102.0,2.0
-118.0,-102.0,4.0
-114.0,-102.0,2.0
-110.0,-102.0,1.0
-106.0,-102.0,2.0
-102.0,-102.0,1.0
-90.0,-102.0,4.0
-82.0,-102.0,2.0
-78.0,-102.0,3.0
-70.0,-102.0,1.0
-66.0,-102.0,1.0
-62.0,-102.0,4.0
-54.0,-102.0,4.0
-50.0,-102.0,2.0
-46.0,-102.0,4.0
-26.0,-102.0,1.0
-22.0,-102.0,2.0
-18.0,-102.0,3.0
-14.0,-102.0,3.0
-10.0,-102.0,5.0
-2.0,-102.0,3.0
2.0,-102.0,3.0
6.0,-102.0,1.0
14.0,-102.0,2.0
18.0,-102.0,2.0
22.0,-102.0,2.0
26.0,-102.0,3.0
30.0,-102.0,3.0
42.0,-102.0,1.0
46.0,-102.0,2.0
50.0,-102.0,5.0
58.0,-102.0,2.0
62.0,-102.0,2.0
66.0,-102.0,2.0
74.0,-102.0,2.0
82.0,-102.0,2.0
86.0,-102.0,4.0
90.0,-102.0,3.0
94.0,-102.0,2.0
102.0,-102.0,1.0
106.0,-102.0,2.0
110.0,-102.0,3.0
114.0,-102.0,2.0
118.0,-102.0,3.0
122.0,-102.0,4.0
126.0,-102.0,4.0
134.0,-102.0,2.0
138.0,-102.0,3.0
142.0,-102.0,2.0
146.0,-102.0,2.0
150.0,-102.0,4.0
154.0,-102.0,1.0
182.0,-102.0,3.0
186.0,-102.0,5.0
194.0,-102.0,2.0
198.0,-102.0,2.0
202.0,-102.0,1.0
214.0,-102.0,1.0
218.0,-102.0,1.0
222.0,-102.0,1.0
226.0,-102.0,2.0
230.0,-102.0,1.0
234.0,-102.0,1.0
246.0,-102.0,3.0
254.0,-102.0,1.0
258.0,-102.0,1.0
-254.0,-98.0,1.0
-246.0,-98.0,2.0
-242.0,-98.0,1.0
-234.0,-98.0,3.0
-226.0,-98.0,2.0
-218.0,-98.0,3.0
-210.0,-98.0,2.0
-198.0,-98.0,3.0
-194.0,-98.0,4.0
-190.0,-98.0,3.0
-186.0,-98.0,1.0
-182.0,-98.0,2.0
-154.0,-98.0,3.0
-150.0,-98.0,4.0
-146.0,-98.0,1.0
-142.0,-98.0,2.0
-138.0,-98.0,2.0
-134.0,-98.0,5.0
-130.0,-98.0,2.0
-126.0,-98.0,3.0
-122.0,-98.0,6.0
-118.0,-98.0,5.0
-110.0,-98.0,4.0
-106.0,-98.0,1.0
-102.0,-98.0,1.0
-98.0,-98.0,3.0
-94.0,-98.0,1.0
-90.0,-98.0,1.0
-86.0,-98.0,3.0
-82.0,-98.0,5.0
-70.0,-98.0,3.0
-66.0,-98.0,1.0
-62.0,-98.0,1.0
-58.0,-98.0,1.0
-46.0,-98.0,1.0
-42.0,-98.0,2.0
-38.0,-98.0,1.0
-30.0,-98.0,2.0
-26.0,-98.0,5.0
-22.0,-98.0,1.0
-18.0,-98.0,3.0
-14.0,-98.0,2.0
-10.0,-98.0,2.0
-6.0,-98.0,1.0
-2.0,-98.0,1.0
2.0,-98.0,3.0
6.0,-98.0,2.0
14.0,-98.0,2.0
18.0,-98.0,4.0
22.0,-98.0,1.0
26.0,-98.0,1.0
30.0,-98.0,3.0
34.0,-98.0,2.0
38.0,-98.0,1.0
42.0,-98.0,2.0
46.0,-98.0,1.0
58.0,-98.0,4.0
62.0,-98.0,4.0
78.0,-98.0,1.0
82.0,-98.0,2.0
86.0,-98.0,2.0
90.0,-98.0,3.0
94.0,-98.0,2.0
98.0,-98.0,1.0
102.0,-98.0,2.0
110.0,-98.0,3.0
114.0,-98.0,4.0
118.0,-98.0,5.0
122.0,-98.0,3.0
126.0,-98.0,3.0
130.0,-98.0,2.0
134.0,-98.0,4.0
138.0,-98.0,2.0
142.0,-98.0,3.0
146.0,-98.0,2.0
150.0,-98.0,3.0
154.0,-98.0,2.0
158.0,-98.0,1.0
182.0,-98.0,3.0
190.0,-98.0,3.0
194.0,-98.0,1.0
198.0,-98.0,3.0
202.0,-98.0,2.0
210.0,-98.0,1.0
218.0,-98.0,1.0
222.0,-98.0,1.0
226.0,-98.0,2.0
230.0,-98.0,1.0
234.0,-98.0,2.0
242.0,-98.0,1.0
250.0,-98.0,2.0
258.0,-98.0,1.0
-254.0,-94.0,1.0
-250.0,-94.0,1.0
-246.0,-94.0,2.0
-230.0,-94.0,2.0
-226.0,-94.0,3.0
-222.0,-94.0,1.0
-218.0,-94.0,1.0
-206.0,-94.0,3.0
-202.0,-94.0,2.0
-198.0,-94.0,1.0
-194.0,-94.0,2.0
-186.0,-94.0,6.0
-182.0,-94.0,1.0
-158.0,-94.0,4.0
-154.0,-94.0,2.0
-150.0,-94.0,2.0
-146.0,-94.0,3.0
-142.0,-94.0,3.0
-138.0,-94.0,2.0
-134.0,-94.0,1.0
-130.0,-94.0,4.0
-126.0,-94.0,2.0
-122.0,-94.0,3.0
-118.0,-94.0,2.0
-114.0,-94.0,1.0
-102.0,-94.0,3.0
-98.0,-94.0,1.0
-94.0,-94.0,1.0
-90.0,-94.0,1.0
-86.0,-94.0,1.0
-82.0,-94.0,1.0
-78.0,-94.0,2.0
-74.0,-94.0,7.0
-66.0,-94.0,2.0
-62.0,-94.0,3.0
-54.0,-94.0,1.0
-50.0,-94.0,1.0
-46.0,-94.0,3.0
-42.0,-94.0,2.0
-30.0,-94.0,2.0
-26.0,-94.0,1.0
-22.0,-94.0,3.0
-18.0,-94.0,4.0
-14.0,-94.0,1.0
-10.0,-94.0,3.0
-2.0,-94.0,1.0
2.0,-94.0,1.0
6.0,-94.0,3.0
10.0,-94.0,2.0
14.0,-94.0,1.0
18.0,-94.0,2.0
22.0,-94.0,1.0
26.0,-94.0,1.0
30.0,-94.0,1.0
34.0,-94.0,1.0
42.0,-94.0,1.0
46.0,-94.0,1.0
50.0,-94.0,1.0
54.0,-94.0,1.0
58.0,-94.0,1.0
62.0,-94.0,3.0
70.0,-94.0,1.0
74.0,-94.0,3.0
78.0,-94.0,2.0
86.0,-94.0,1.0
90.0,-94.0,3.0
94.0,-94.0,1.0
98.0,-94.0,2.0
102.0,-94.0,2.0
110.0,-94.0,1.0
114.0,-94.0,3.0
118.0,-94.0,5.0
122.0,-94.0,2.0
126.0,-94.0,2.0
130.0,-94.0,1.0
134.0,-94.0,1.0
138.0,-94.0,4.0
142.0,-94.0,3.0
146.0,-94.0,3.0
154.0,-94.0,4.0
158.0,-94.0,3.0
162.0,-94.0,1.0
182.0,-94.0,3.0
186.0,-94.0,2.0
190.0,-94.0,6.0
194.0,-94.0,1.0
198.0,-94.0,4.0
202.0,-94.0,1.0
210.0,-94.0,2.0
214.0,-94.0,3.0
218.0,-94.0,3.0
226.0,-94.0,1.0
230.0,-94.0,1.0
234.0,-94.0,4.0
246.0,-94.0,1.0
250.0,-94.0,4.0
258.0,-94.0,1.0
262.0,-94.0,1.0
-262.0,-90.0,2.0
-238.0,-90.0,1.0
-234.0,-90.0,1.0
-230.0,-90.0,2.0
-222.0,-90.0,5.0
-206.0,-90.0,3.0
-202.0,-90.0,2.0
-198.0,-90.0,2.0
-194.0,-90.0,1.0
-190.0,-90.0,2.0
-186.0,-90.0,3.0
-162.0,-90.0,1.0
-158.0,-90.0,3.0
-154.0,-90.0,1.0
-150.0,-90.0,6.0
-146.0,-90.0,2.0
-142.0,-90.0,3.0
-138.0,-90.0,3.0
-126.0,-90.0,2.0
-122.0,-90.0,4.0
-118.0,-90.0,5.0
-114.0,-90.0,1.0
-106.0,-90.0,3.0
-102.0,-90.0,2.0
-98.0,-90.0,4.0
-94.0,-90.0,1.0
-90.0,-90.0,1.0
-86.0,-90.0,2.0
-82.0,-90.0,1.0
-78.0,-90.0,2.0
-74.0,-90.0,3.0
-70.0,-90.0,4.0
-66.0,-90.0,4.0
-58.0,-90.0,3.0
-54.0,-90.0,1.0
-50.0,-90.0,1.0
-46.0,-90.0,1.0
-34.0,-90.0,2.0
-30.0,-90.0,1.0
-14.0,-90.0,3.0
-10.0,-90.0,3.0
-2.0,-90.0,1.0
10.0,-90.0,1.0
14.0,-90.0,2.0
18.0,-90.0,2.0
22.0,-90.0,1.0
30.0,-90.0,1.0
34.0,-90.0,1.0
38.0,-90.0,3.0
42.0,-90.0,3.0
46.0,-90.0,3.0
50.0,-90.0,4.0
54.0,-90.0,3.0
58.0,-90.0,4.0
70.0,-90.0,2.0
74.0,-90.0,4.0
78.0,-90.0,3.0
94.0,-90.0,2.0
98.0,-90.0,2.0
102.0,-90.0,3.0
106.0,-90.0,6.0
110.0,-90.0,1.0
114.0,-90.0,2.0
118.0,-90.0,3.0
122.0,-90.0,4.0
126.0,-90.0,1.0
130.0,-90.0,1.0
134.0,-90.0,1.0
138.0,-90.0,4.0
142.0,-90.0,2.0
146.0,-90.0,2.0
150.0,-90.0,4.0
154.0,-90.0,1.0
158.0,-90.0,2.0
162.0,-90.0,1.0
186.0,-90.0,4.0
190.0,-90.0,2.0
194.0,-90.0,1.0
202.0,-90.0,1.0
206.0,-90.0,2.0
214.0,-90.0,1.0
222.0,-90.0,2.0
226.0,-90.0,3.0
230.0,-90.0,4.0
234.0,-90.0,1.0
238.0,-90.0,1.0
250.0,-90.0,2.0
-254.0,-86.0,1.0
-250.0,-86.0,1.0
-238.0,-86.0,1.0
-226.0,-86.0,1.0
-222.0,-86.0,4.0
-218.0,-86.0,4.0
-210.0,-86.0,1.0
-206.0,-86.0,1.0
-202.0,-86.0,2.0
-198.0,-86.0,2.0
-194.0,-86.0,4.0
-190.0,-86.0,4.0
-186.0,-86.0,4.0
-162.0,-86.0,6.0
-158.0,-86.0,4.0
-150.0,-86.0,2.0
-146.0,-86.0,1.0
-142.0,-86.0,1.0
-138.0,-86.0,4.0
-134.0,-86.0,1.0
-130.0,-86.0,3.0
-126.0,-86.0,3.0
-122.0,-86.0,4.0
-118.0,-86.0,1.0
-110.0,-86.0,4.0
-106.0,-86.0,3.0
-102.0,-86.0,2.0
-98.0,-86.0,1.0
-94.0,-86.0,3.0
-82.0,-86.0,4.0
-78.0,-86.0,3.0
-70.0,-86.0,3.0
-66.0,-86.0,1.0
-62.0,-86.0,4.0
-58.0,-86.0,2.0
-54.0,-86.0,3.0
-50.0,-86.0,4.0
-46.0,-86.0,3.0
-42.0,-86.0,4.0
-22.0,-86.0,1.0
-18.0,-86.0,2.0
-14.0,-86.0,2.0
-10.0,-86.0,4.0
-6.0,-86.0,5.0
-2.0,-86.0,5.0
2.0,-86.0,2.0
6.0,-86.0,3.0
10.0,-86.0,3.0
14.0,-86.0,1.0
18.0,-86.0,1.0
22.0,-86.0,3.0
26.0,-86.0,2.0
34.0,-86.0,1.0
46.0,-86.0,6.0
54.0,-86.0,1.0
58.0,-86.0,4.0
62.0,-86.0,2.0
70.0,-86.0,1.0
74.0,-86.0,6.0
78.0,-86.0,2.0
82.0,-86.0,6.0
