#Efficiencies for the High PT SR obtained with recasting for the Strong model:
# (pp > Gluino Gluino, Gluino > q,q,N1).
  mN1_GeV, mGluino_GeV, width_GeV, tau_ns,     Eff,       EffErr
8.5000e+02,1.9000e+03,1.6132e-16,4.0800e+00,1.4800e-01,1.8350e-03
5.0000e+01,1.7000e+03,2.0829e-13,3.1600e-03,3.3370e-01,2.6480e-03
8.5000e+02,1.9000e+03,6.5820e-17,1.0000e+01,6.4050e-02,1.1530e-03
8.5000e+02,2.1000e+03,2.0829e-13,3.1600e-03,2.0890e-02,8.8040e-04
8.5000e+02,2.1000e+03,8.5039e-14,7.7400e-03,1.8700e-01,2.6360e-03
8.5000e+02,2.1000e+03,3.4642e-14,1.9000e-02,4.9810e-01,4.3090e-03
8.5000e+02,2.1000e+03,1.4185e-14,4.6400e-02,6.9950e-01,5.0780e-03
8.5000e+02,2.1000e+03,5.7737e-15,1.1400e-01,7.2030e-01,5.0480e-03
8.5000e+02,2.1000e+03,2.3676e-15,2.7800e-01,6.2460e-01,4.4930e-03
8.5000e+02,2.1000e+03,9.6652e-16,6.8100e-01,4.5910e-01,3.6170e-03
8.5000e+02,2.1000e+03,3.9413e-16,1.6700e+00,2.7260e-01,2.6050e-03
8.5000e+02,2.1000e+03,1.6132e-16,4.0800e+00,1.3530e-01,1.7410e-03
5.0000e+01,1.7000e+03,8.5039e-14,7.7400e-03,3.6530e-01,2.7360e-03
8.5000e+02,2.1000e+03,6.5820e-17,1.0000e+01,5.9490e-02,1.1110e-03
8.5000e+02,2.3000e+03,2.0829e-13,3.1600e-03,2.4480e-02,9.5370e-04
8.5000e+02,2.3000e+03,8.5039e-14,7.7400e-03,1.9540e-01,2.6960e-03
8.5000e+02,2.3000e+03,3.4642e-14,1.9000e-02,4.9390e-01,4.2920e-03
8.5000e+02,2.3000e+03,1.4185e-14,4.6400e-02,6.6440e-01,4.9480e-03
8.5000e+02,2.3000e+03,5.7737e-15,1.1400e-01,6.7190e-01,4.8640e-03
8.5000e+02,2.3000e+03,2.3676e-15,2.7800e-01,5.7620e-01,4.2940e-03
8.5000e+02,2.3000e+03,9.6652e-16,6.8100e-01,4.1380e-01,3.4090e-03
8.5000e+02,2.3000e+03,3.9413e-16,1.6700e+00,2.4280e-01,2.4540e-03
8.5000e+02,2.3000e+03,1.6132e-16,4.0800e+00,1.1890e-01,1.6310e-03
5.0000e+01,1.7000e+03,3.4642e-14,1.9000e-02,3.1860e-01,2.4330e-03
8.5000e+02,2.3000e+03,6.5820e-17,1.0000e+01,5.3630e-02,1.0640e-03
8.5000e+02,2.5000e+03,2.0829e-13,3.1600e-03,2.4370e-02,9.5040e-04
8.5000e+02,2.5000e+03,8.5039e-14,7.7400e-03,1.8520e-01,2.6270e-03
8.5000e+02,2.5000e+03,3.4642e-14,1.9000e-02,4.4970e-01,4.0980e-03
8.5000e+02,2.5000e+03,1.4185e-14,4.6400e-02,5.9390e-01,4.6790e-03
8.5000e+02,2.5000e+03,5.7737e-15,1.1400e-01,5.9630e-01,4.5770e-03
8.5000e+02,2.5000e+03,2.3676e-15,2.7800e-01,5.0460e-01,4.0070e-03
8.5000e+02,2.5000e+03,9.6652e-16,6.8100e-01,3.5810e-01,3.1550e-03
8.5000e+02,2.5000e+03,3.9413e-16,1.6700e+00,2.1000e-01,2.2790e-03
8.5000e+02,2.5000e+03,1.6132e-16,4.0800e+00,1.0200e-01,1.5090e-03
5.0000e+01,1.7000e+03,1.4185e-14,4.6400e-02,2.2790e-01,1.9090e-03
8.5000e+02,2.5000e+03,6.5820e-17,1.0000e+01,4.4380e-02,9.6200e-04
8.5000e+02,2.7000e+03,2.0829e-13,3.1600e-03,1.8440e-02,8.2800e-04
8.5000e+02,2.7000e+03,8.5039e-14,7.7400e-03,1.4870e-01,2.3550e-03
8.5000e+02,2.7000e+03,3.4642e-14,1.9000e-02,3.5510e-01,3.6440e-03
8.5000e+02,2.7000e+03,1.4185e-14,4.6400e-02,4.6090e-01,4.1220e-03
8.5000e+02,2.7000e+03,5.7737e-15,1.1400e-01,4.5580e-01,3.9950e-03
8.5000e+02,2.7000e+03,2.3676e-15,2.7800e-01,3.8650e-01,3.4990e-03
8.5000e+02,2.7000e+03,9.6652e-16,6.8100e-01,2.7300e-01,2.7560e-03
8.5000e+02,2.7000e+03,3.9413e-16,1.6700e+00,1.5470e-01,1.9410e-03
8.5000e+02,2.7000e+03,1.6132e-16,4.0800e+00,7.5220e-02,1.3020e-03
5.0000e+01,1.7000e+03,5.7737e-15,1.1400e-01,1.3180e-01,1.3380e-03
8.5000e+02,2.7000e+03,6.5820e-17,1.0000e+01,3.4240e-02,8.6480e-04
8.5000e+02,2.9000e+03,2.0829e-13,3.1600e-03,1.4620e-02,7.3670e-04
8.5000e+02,2.9000e+03,8.5039e-14,7.7400e-03,1.0770e-01,2.0030e-03
8.5000e+02,2.9000e+03,3.4642e-14,1.9000e-02,2.4840e-01,3.0480e-03
8.5000e+02,2.9000e+03,1.4185e-14,4.6400e-02,3.1790e-01,3.4220e-03
8.5000e+02,2.9000e+03,5.7737e-15,1.1400e-01,3.1230e-01,3.3050e-03
8.5000e+02,2.9000e+03,2.3676e-15,2.7800e-01,2.6170e-01,2.8720e-03
8.5000e+02,2.9000e+03,9.6652e-16,6.8100e-01,1.8060e-01,2.2300e-03
8.5000e+02,2.9000e+03,3.9413e-16,1.6700e+00,1.0070e-01,1.5600e-03
8.5000e+02,2.9000e+03,1.6132e-16,4.0800e+00,4.8930e-02,1.0540e-03
5.0000e+01,1.7000e+03,2.3676e-15,2.7800e-01,6.4730e-02,8.7530e-04
8.5000e+02,2.9000e+03,6.5820e-17,1.0000e+01,2.1790e-02,6.9170e-04
1.0500e+03,1.2500e+03,2.0829e-13,3.1600e-03,4.6220e-03,4.1340e-04
1.0500e+03,1.2500e+03,8.5039e-14,7.7400e-03,7.6830e-02,1.6840e-03
1.0500e+03,1.2500e+03,3.4642e-14,1.9000e-02,3.1340e-01,3.4010e-03
1.0500e+03,1.2500e+03,1.4185e-14,4.6400e-02,5.6880e-01,4.5700e-03
1.0500e+03,1.2500e+03,5.7737e-15,1.1400e-01,6.6650e-01,4.8750e-03
1.0500e+03,1.2500e+03,2.3676e-15,2.7800e-01,6.1830e-01,4.5240e-03
1.0500e+03,1.2500e+03,9.6652e-16,6.8100e-01,4.8360e-01,3.7830e-03
1.0500e+03,1.2500e+03,3.9413e-16,1.6700e+00,3.0800e-01,2.8310e-03
1.0500e+03,1.2500e+03,1.6132e-16,4.0800e+00,1.6260e-01,1.9580e-03
5.0000e+01,1.7000e+03,9.6652e-16,6.8100e-01,2.9190e-02,5.6580e-04
1.0500e+03,1.2500e+03,6.5820e-17,1.0000e+01,7.3980e-02,1.2660e-03
1.0500e+03,1.5000e+03,2.0829e-13,3.1600e-03,5.3900e-03,4.4770e-04
1.0500e+03,1.5000e+03,8.5039e-14,7.7400e-03,9.1280e-02,1.8390e-03
1.0500e+03,1.5000e+03,3.4642e-14,1.9000e-02,3.6050e-01,3.6580e-03
1.0500e+03,1.5000e+03,1.4185e-14,4.6400e-02,6.3940e-01,4.8610e-03
1.0500e+03,1.5000e+03,5.7737e-15,1.1400e-01,7.4250e-01,5.1610e-03
1.0500e+03,1.5000e+03,2.3676e-15,2.7800e-01,6.9380e-01,4.8240e-03
1.0500e+03,1.5000e+03,9.6652e-16,6.8100e-01,5.4540e-01,4.0480e-03
1.0500e+03,1.5000e+03,3.9413e-16,1.6700e+00,3.4920e-01,3.0280e-03
1.0500e+03,1.5000e+03,1.6132e-16,4.0800e+00,1.8630e-01,2.0930e-03
5.0000e+01,1.7000e+03,3.9413e-16,1.6700e+00,1.3060e-02,3.8080e-04
1.0500e+03,1.5000e+03,6.5820e-17,1.0000e+01,8.4400e-02,1.3490e-03
1.0500e+03,1.7000e+03,2.0829e-13,3.1600e-03,6.6180e-03,4.9610e-04
1.0500e+03,1.7000e+03,8.5039e-14,7.7400e-03,1.0180e-01,1.9450e-03
1.0500e+03,1.7000e+03,3.4642e-14,1.9000e-02,3.8510e-01,3.7880e-03
1.0500e+03,1.7000e+03,1.4185e-14,4.6400e-02,6.5800e-01,4.9410e-03
1.0500e+03,1.7000e+03,5.7737e-15,1.1400e-01,7.4880e-01,5.1900e-03
1.0500e+03,1.7000e+03,2.3676e-15,2.7800e-01,6.9020e-01,4.8070e-03
1.0500e+03,1.7000e+03,9.6652e-16,6.8100e-01,5.3960e-01,4.0140e-03
1.0500e+03,1.7000e+03,3.9413e-16,1.6700e+00,3.4820e-01,3.0330e-03
1.0500e+03,1.7000e+03,1.6132e-16,4.0800e+00,1.8270e-01,2.0760e-03
5.0000e+01,1.7000e+03,1.6132e-16,4.0800e+00,5.6360e-03,2.4330e-04
1.0500e+03,1.7000e+03,6.5820e-17,1.0000e+01,8.3060e-02,1.3380e-03
1.0500e+03,1.9000e+03,2.0829e-13,3.1600e-03,8.4290e-03,5.5960e-04
1.0500e+03,1.9000e+03,8.5039e-14,7.7400e-03,1.1280e-01,2.0490e-03
1.0500e+03,1.9000e+03,3.4642e-14,1.9000e-02,4.0240e-01,3.8750e-03
1.0500e+03,1.9000e+03,1.4185e-14,4.6400e-02,6.7070e-01,4.9910e-03
1.0500e+03,1.9000e+03,5.7737e-15,1.1400e-01,7.4750e-01,5.1890e-03
1.0500e+03,1.9000e+03,2.3676e-15,2.7800e-01,6.8050e-01,4.7700e-03
1.0500e+03,1.9000e+03,9.6652e-16,6.8100e-01,5.2830e-01,3.9680e-03
1.0500e+03,1.9000e+03,3.9413e-16,1.6700e+00,3.3980e-01,2.9880e-03
1.0500e+03,1.9000e+03,1.6132e-16,4.0800e+00,1.7780e-01,2.0420e-03
5.0000e+01,1.7000e+03,6.5820e-17,1.0000e+01,2.5200e-03,1.6210e-04
1.0500e+03,1.9000e+03,6.5820e-17,1.0000e+01,8.1760e-02,1.3270e-03
1.0500e+03,2.1000e+03,2.0829e-13,3.1600e-03,1.0730e-02,6.3250e-04
1.0500e+03,2.1000e+03,8.5039e-14,7.7400e-03,1.2240e-01,2.1360e-03
1.0500e+03,2.1000e+03,3.4642e-14,1.9000e-02,4.2620e-01,3.9920e-03
1.0500e+03,2.1000e+03,1.4185e-14,4.6400e-02,6.7480e-01,5.0110e-03
1.0500e+03,2.1000e+03,5.7737e-15,1.1400e-01,7.3260e-01,5.1330e-03
1.0500e+03,2.1000e+03,2.3676e-15,2.7800e-01,6.6010e-01,4.6840e-03
1.0500e+03,2.1000e+03,9.6652e-16,6.8100e-01,5.0530e-01,3.8600e-03
1.0500e+03,2.1000e+03,3.9413e-16,1.6700e+00,3.1640e-01,2.8640e-03
1.0500e+03,2.1000e+03,1.6132e-16,4.0800e+00,1.6460e-01,1.9560e-03
5.0000e+01,1.9000e+03,2.0829e-13,3.1600e-03,3.4480e-01,2.7020e-03
1.0500e+03,2.1000e+03,6.5820e-17,1.0000e+01,7.2820e-02,1.2340e-03
1.0500e+03,2.3000e+03,2.0829e-13,3.1600e-03,1.0640e-02,6.2930e-04
1.0500e+03,2.3000e+03,8.5039e-14,7.7400e-03,1.2690e-01,2.1760e-03
1.0500e+03,2.3000e+03,3.4642e-14,1.9000e-02,4.2440e-01,3.9870e-03
1.0500e+03,2.3000e+03,1.4185e-14,4.6400e-02,6.4130e-01,4.8870e-03
1.0500e+03,2.3000e+03,5.7737e-15,1.1400e-01,6.8480e-01,4.9540e-03
1.0500e+03,2.3000e+03,2.3676e-15,2.7800e-01,6.0790e-01,4.4760e-03
1.0500e+03,2.3000e+03,9.6652e-16,6.8100e-01,4.6290e-01,3.6810e-03
1.0500e+03,2.3000e+03,3.9413e-16,1.6700e+00,2.9100e-01,2.7440e-03
1.0500e+03,2.3000e+03,1.6132e-16,4.0800e+00,1.4840e-01,1.8540e-03
5.0000e+01,1.9000e+03,8.5039e-14,7.7400e-03,3.6840e-01,2.7520e-03
1.0500e+03,2.3000e+03,6.5820e-17,1.0000e+01,6.7310e-02,1.2040e-03
1.0500e+03,2.5000e+03,2.0829e-13,3.1600e-03,1.0810e-02,6.3510e-04
1.0500e+03,2.5000e+03,8.5039e-14,7.7400e-03,1.2530e-01,2.1620e-03
1.0500e+03,2.5000e+03,3.4642e-14,1.9000e-02,3.9280e-01,3.8360e-03
1.0500e+03,2.5000e+03,1.4185e-14,4.6400e-02,5.8330e-01,4.6590e-03
1.0500e+03,2.5000e+03,5.7737e-15,1.1400e-01,6.1350e-01,4.6880e-03
1.0500e+03,2.5000e+03,2.3676e-15,2.7800e-01,5.4360e-01,4.2290e-03
1.0500e+03,2.5000e+03,9.6652e-16,6.8100e-01,4.0360e-01,3.4180e-03
1.0500e+03,2.5000e+03,3.9413e-16,1.6700e+00,2.4600e-01,2.4940e-03
1.0500e+03,2.5000e+03,1.6132e-16,4.0800e+00,1.2400e-01,1.6820e-03
5.0000e+01,1.9000e+03,3.4642e-14,1.9000e-02,3.1610e-01,2.4150e-03
1.0500e+03,2.5000e+03,6.5820e-17,1.0000e+01,5.6110e-02,1.0940e-03
1.0500e+03,2.7000e+03,2.0829e-13,3.1600e-03,8.3060e-03,5.5630e-04
1.0500e+03,2.7000e+03,8.5039e-14,7.7400e-03,9.7350e-02,1.9070e-03
1.0500e+03,2.7000e+03,3.4642e-14,1.9000e-02,3.1650e-01,3.4450e-03
1.0500e+03,2.7000e+03,1.4185e-14,4.6400e-02,4.6100e-01,4.1420e-03
1.0500e+03,2.7000e+03,5.7737e-15,1.1400e-01,4.7610e-01,4.1270e-03
1.0500e+03,2.7000e+03,2.3676e-15,2.7800e-01,4.1920e-01,3.7060e-03
1.0500e+03,2.7000e+03,9.6652e-16,6.8100e-01,3.1240e-01,3.0010e-03
1.0500e+03,2.7000e+03,3.9413e-16,1.6700e+00,1.8750e-01,2.1770e-03
1.0500e+03,2.7000e+03,1.6132e-16,4.0800e+00,9.3890e-02,1.4630e-03
5.0000e+01,1.9000e+03,1.4185e-14,4.6400e-02,2.2250e-01,1.8820e-03
1.0500e+03,2.7000e+03,6.5820e-17,1.0000e+01,4.2060e-02,9.5190e-04
1.0500e+03,2.9000e+03,2.0829e-13,3.1600e-03,6.8980e-03,5.0720e-04
1.0500e+03,2.9000e+03,8.5039e-14,7.7400e-03,7.2330e-02,1.6440e-03
1.0500e+03,2.9000e+03,3.4642e-14,1.9000e-02,2.1530e-01,2.8410e-03
1.0500e+03,2.9000e+03,1.4185e-14,4.6400e-02,3.1430e-01,3.4210e-03
1.0500e+03,2.9000e+03,5.7737e-15,1.1400e-01,3.2590e-01,3.4160e-03
1.0500e+03,2.9000e+03,2.3676e-15,2.7800e-01,2.8350e-01,3.0450e-03
1.0500e+03,2.9000e+03,9.6652e-16,6.8100e-01,2.1040e-01,2.4630e-03
1.0500e+03,2.9000e+03,3.9413e-16,1.6700e+00,1.2500e-01,1.7830e-03
1.0500e+03,2.9000e+03,1.6132e-16,4.0800e+00,6.3240e-02,1.2150e-03
5.0000e+01,1.9000e+03,5.7737e-15,1.1400e-01,1.2670e-01,1.3090e-03
1.0500e+03,2.9000e+03,6.5820e-17,1.0000e+01,2.8370e-02,7.8820e-04
1.2500e+03,1.5000e+03,2.0829e-13,3.1600e-03,3.8640e-03,3.7900e-04
1.2500e+03,1.5000e+03,8.5039e-14,7.7400e-03,7.1730e-02,1.6330e-03
1.2500e+03,1.5000e+03,3.4642e-14,1.9000e-02,3.1840e-01,3.4440e-03
1.2500e+03,1.5000e+03,1.4185e-14,4.6400e-02,6.0260e-01,4.7310e-03
1.2500e+03,1.5000e+03,5.7737e-15,1.1400e-01,7.2730e-01,5.1310e-03
1.2500e+03,1.5000e+03,2.3676e-15,2.7800e-01,6.8930e-01,4.8350e-03
1.2500e+03,1.5000e+03,9.6652e-16,6.8100e-01,5.4860e-01,4.0810e-03
1.2500e+03,1.5000e+03,3.9413e-16,1.6700e+00,3.5690e-01,3.0800e-03
1.2500e+03,1.5000e+03,1.6132e-16,4.0800e+00,1.9340e-01,2.1530e-03
5.0000e+01,1.9000e+03,2.3676e-15,2.7800e-01,6.1940e-02,8.5900e-04
1.2500e+03,1.5000e+03,6.5820e-17,1.0000e+01,8.8920e-02,1.4000e-03
1.2500e+03,1.7000e+03,2.0829e-13,3.1600e-03,3.4000e-03,3.5650e-04
1.2500e+03,1.7000e+03,8.5039e-14,7.7400e-03,7.5000e-02,1.6710e-03
1.2500e+03,1.7000e+03,3.4642e-14,1.9000e-02,3.3410e-01,3.5340e-03
1.2500e+03,1.7000e+03,1.4185e-14,4.6400e-02,6.3110e-01,4.8510e-03
1.2500e+03,1.7000e+03,5.7737e-15,1.1400e-01,7.4510e-01,5.1990e-03
1.2500e+03,1.7000e+03,2.3676e-15,2.7800e-01,7.0570e-01,4.8970e-03
1.2500e+03,1.7000e+03,9.6652e-16,6.8100e-01,5.6580e-01,4.1530e-03
1.2500e+03,1.7000e+03,3.9413e-16,1.6700e+00,3.6990e-01,3.1440e-03
1.2500e+03,1.7000e+03,1.6132e-16,4.0800e+00,2.0050e-01,2.1920e-03
5.0000e+01,1.9000e+03,9.6652e-16,6.8100e-01,2.7100e-02,5.4440e-04
1.2500e+03,1.7000e+03,6.5820e-17,1.0000e+01,9.5110e-02,1.4620e-03
1.2500e+03,1.9000e+03,2.0829e-13,3.1600e-03,5.1940e-03,4.4060e-04
1.2500e+03,1.9000e+03,8.5039e-14,7.7400e-03,7.8740e-02,1.7130e-03
1.2500e+03,1.9000e+03,3.4642e-14,1.9000e-02,3.4590e-01,3.5980e-03
1.2500e+03,1.9000e+03,1.4185e-14,4.6400e-02,6.3780e-01,4.8820e-03
1.2500e+03,1.9000e+03,5.7737e-15,1.1400e-01,7.4640e-01,5.2110e-03
1.2500e+03,1.9000e+03,2.3676e-15,2.7800e-01,6.9650e-01,4.8660e-03
1.2500e+03,1.9000e+03,9.6652e-16,6.8100e-01,5.5900e-01,4.1300e-03
1.2500e+03,1.9000e+03,3.9413e-16,1.6700e+00,3.6690e-01,3.1340e-03
1.2500e+03,1.9000e+03,1.6132e-16,4.0800e+00,1.9780e-01,2.1740e-03
5.0000e+01,1.9000e+03,3.9413e-16,1.6700e+00,1.1940e-02,3.5990e-04
1.2500e+03,1.9000e+03,6.5820e-17,1.0000e+01,9.0620e-02,1.4060e-03
1.2500e+03,2.1000e+03,2.0829e-13,3.1600e-03,5.5690e-03,4.5620e-04
1.2500e+03,2.1000e+03,8.5039e-14,7.7400e-03,8.5880e-02,1.7910e-03
1.2500e+03,2.1000e+03,3.4642e-14,1.9000e-02,3.5690e-01,3.6570e-03
1.2500e+03,2.1000e+03,1.4185e-14,4.6400e-02,6.3550e-01,4.8720e-03
1.2500e+03,2.1000e+03,5.7737e-15,1.1400e-01,7.2850e-01,5.1420e-03
1.2500e+03,2.1000e+03,2.3676e-15,2.7800e-01,6.8010e-01,4.8090e-03
1.2500e+03,2.1000e+03,9.6652e-16,6.8100e-01,5.4040e-01,4.0540e-03
1.2500e+03,2.1000e+03,3.9413e-16,1.6700e+00,3.5130e-01,3.0590e-03
1.2500e+03,2.1000e+03,1.6132e-16,4.0800e+00,1.8940e-01,2.1210e-03
5.0000e+01,1.9000e+03,1.6132e-16,4.0800e+00,5.1120e-03,2.3710e-04
1.2500e+03,2.1000e+03,6.5820e-17,1.0000e+01,8.7800e-02,1.3870e-03
1.2500e+03,2.3000e+03,2.0829e-13,3.1600e-03,4.9660e-03,4.3060e-04
1.2500e+03,2.3000e+03,8.5039e-14,7.7400e-03,8.3970e-02,1.7720e-03
1.2500e+03,2.3000e+03,3.4642e-14,1.9000e-02,3.5260e-01,3.6360e-03
1.2500e+03,2.3000e+03,1.4185e-14,4.6400e-02,6.1500e-01,4.7990e-03
1.2500e+03,2.3000e+03,5.7737e-15,1.1400e-01,6.9240e-01,5.0160e-03
1.2500e+03,2.3000e+03,2.3676e-15,2.7800e-01,6.3890e-01,4.6490e-03
1.2500e+03,2.3000e+03,9.6652e-16,6.8100e-01,5.0140e-01,3.8890e-03
1.2500e+03,2.3000e+03,3.9413e-16,1.6700e+00,3.2230e-01,2.9140e-03
1.2500e+03,2.3000e+03,1.6132e-16,4.0800e+00,1.7220e-01,2.0170e-03
5.0000e+01,1.9000e+03,6.5820e-17,1.0000e+01,2.0620e-03,1.4960e-04
1.2500e+03,2.3000e+03,6.5820e-17,1.0000e+01,8.1250e-02,1.3400e-03
1.2500e+03,2.5000e+03,2.0829e-13,3.1600e-03,5.4180e-03,4.5010e-04
1.2500e+03,2.5000e+03,8.5039e-14,7.7400e-03,8.9140e-02,1.8260e-03
1.2500e+03,2.5000e+03,3.4642e-14,1.9000e-02,3.3920e-01,3.5680e-03
1.2500e+03,2.5000e+03,1.4185e-14,4.6400e-02,5.5950e-01,4.5730e-03
1.2500e+03,2.5000e+03,5.7737e-15,1.1400e-01,6.1900e-01,4.7370e-03
1.2500e+03,2.5000e+03,2.3676e-15,2.7800e-01,5.6470e-01,4.3600e-03
1.2500e+03,2.5000e+03,9.6652e-16,6.8100e-01,4.4060e-01,3.6360e-03
1.2500e+03,2.5000e+03,3.9413e-16,1.6700e+00,2.8220e-01,2.7270e-03
1.2500e+03,2.5000e+03,1.6132e-16,4.0800e+00,1.5000e-01,1.8830e-03
5.0000e+01,2.1000e+03,2.0829e-13,3.1600e-03,3.4620e-01,2.7120e-03
1.2500e+03,2.5000e+03,6.5820e-17,1.0000e+01,6.8840e-02,1.2280e-03
1.2500e+03,2.7000e+03,2.0829e-13,3.1600e-03,4.6680e-03,4.1750e-04
1.2500e+03,2.7000e+03,8.5039e-14,7.7400e-03,7.1260e-02,1.6330e-03
1.2500e+03,2.7000e+03,3.4642e-14,1.9000e-02,2.6910e-01,3.1800e-03
1.2500e+03,2.7000e+03,1.4185e-14,4.6400e-02,4.4440e-01,4.0760e-03
1.2500e+03,2.7000e+03,5.7737e-15,1.1400e-01,4.8930e-01,4.2120e-03
1.2500e+03,2.7000e+03,2.3676e-15,2.7800e-01,4.4590e-01,3.8740e-03
1.2500e+03,2.7000e+03,9.6652e-16,6.8100e-01,3.4160e-01,3.1890e-03
1.2500e+03,2.7000e+03,3.9413e-16,1.6700e+00,2.1710e-01,2.3790e-03
1.2500e+03,2.7000e+03,1.6132e-16,4.0800e+00,1.1270e-01,1.6220e-03
5.0000e+01,2.1000e+03,8.5039e-14,7.7400e-03,3.6290e-01,2.7300e-03
1.2500e+03,2.7000e+03,6.5820e-17,1.0000e+01,5.1820e-02,1.0590e-03
1.2500e+03,2.9000e+03,2.0829e-13,3.1600e-03,3.3900e-03,3.5540e-04
1.2500e+03,2.9000e+03,8.5039e-14,7.7400e-03,4.9630e-02,1.3620e-03
1.2500e+03,2.9000e+03,3.4642e-14,1.9000e-02,1.8400e-01,2.6290e-03
1.2500e+03,2.9000e+03,1.4185e-14,4.6400e-02,3.0180e-01,3.3590e-03
1.2500e+03,2.9000e+03,5.7737e-15,1.1400e-01,3.3150e-01,3.4670e-03
1.2500e+03,2.9000e+03,2.3676e-15,2.7800e-01,3.0050e-01,3.1790e-03
1.2500e+03,2.9000e+03,9.6652e-16,6.8100e-01,2.2970e-01,2.6110e-03
1.2500e+03,2.9000e+03,3.9413e-16,1.6700e+00,1.4290e-01,1.9240e-03
1.2500e+03,2.9000e+03,1.6132e-16,4.0800e+00,7.3580e-02,1.3140e-03
5.0000e+01,2.1000e+03,3.4642e-14,1.9000e-02,3.0530e-01,2.3670e-03
1.2500e+03,2.9000e+03,6.5820e-17,1.0000e+01,3.3060e-02,8.5740e-04
1.4500e+03,1.5000e+03,2.0829e-13,3.1600e-03,3.1730e-03,3.4410e-04
1.4500e+03,1.5000e+03,8.5039e-14,7.7400e-03,6.3120e-02,1.5340e-03
1.4500e+03,1.5000e+03,3.4642e-14,1.9000e-02,2.9320e-01,3.3110e-03
1.4500e+03,1.5000e+03,1.4185e-14,4.6400e-02,5.6830e-01,4.6030e-03
1.4500e+03,1.5000e+03,5.7737e-15,1.1400e-01,6.8530e-01,4.9870e-03
1.4500e+03,1.5000e+03,2.3676e-15,2.7800e-01,6.5040e-01,4.6960e-03
1.4500e+03,1.5000e+03,9.6652e-16,6.8100e-01,5.2310e-01,3.9930e-03
1.4500e+03,1.5000e+03,3.9413e-16,1.6700e+00,3.4730e-01,3.0620e-03
1.4500e+03,1.5000e+03,1.6132e-16,4.0800e+00,1.8680e-01,2.1220e-03
5.0000e+01,2.1000e+03,1.4185e-14,4.6400e-02,2.0810e-01,1.8080e-03
1.4500e+03,1.5000e+03,6.5820e-17,1.0000e+01,8.7770e-02,1.3930e-03
1.4500e+03,1.7000e+03,2.0829e-13,3.1600e-03,2.2750e-03,2.9140e-04
1.4500e+03,1.7000e+03,8.5039e-14,7.7400e-03,6.0200e-02,1.4990e-03
1.4500e+03,1.7000e+03,3.4642e-14,1.9000e-02,2.9990e-01,3.3520e-03
1.4500e+03,1.7000e+03,1.4185e-14,4.6400e-02,5.9920e-01,4.7370e-03
1.4500e+03,1.7000e+03,5.7737e-15,1.1400e-01,7.3240e-01,5.1720e-03
1.4500e+03,1.7000e+03,2.3676e-15,2.7800e-01,7.0000e-01,4.8930e-03
1.4500e+03,1.7000e+03,9.6652e-16,6.8100e-01,5.6840e-01,4.1840e-03
1.4500e+03,1.7000e+03,3.9413e-16,1.6700e+00,3.7760e-01,3.1990e-03
1.4500e+03,1.7000e+03,1.6132e-16,4.0800e+00,2.0590e-01,2.2360e-03
5.0000e+01,2.1000e+03,5.7737e-15,1.1400e-01,1.1760e-01,1.2620e-03
1.4500e+03,1.7000e+03,6.5820e-17,1.0000e+01,9.6510e-02,1.4650e-03
1.4500e+03,1.9000e+03,2.0829e-13,3.1600e-03,2.1600e-03,2.8370e-04
1.4500e+03,1.9000e+03,8.5039e-14,7.7400e-03,5.8400e-02,1.4770e-03
1.4500e+03,1.9000e+03,3.4642e-14,1.9000e-02,2.9940e-01,3.3520e-03
1.4500e+03,1.9000e+03,1.4185e-14,4.6400e-02,5.9980e-01,4.7440e-03
1.4500e+03,1.9000e+03,5.7737e-15,1.1400e-01,7.3480e-01,5.1890e-03
1.4500e+03,1.9000e+03,2.3676e-15,2.7800e-01,7.0800e-01,4.9350e-03
1.4500e+03,1.9000e+03,9.6652e-16,6.8100e-01,5.7560e-01,4.2210e-03
1.4500e+03,1.9000e+03,3.9413e-16,1.6700e+00,3.8970e-01,3.2670e-03
1.4500e+03,1.9000e+03,1.6132e-16,4.0800e+00,2.1630e-01,2.3040e-03
5.0000e+01,2.1000e+03,2.3676e-15,2.7800e-01,5.6960e-02,8.2690e-04
1.4500e+03,1.9000e+03,6.5820e-17,1.0000e+01,1.0330e-01,1.5240e-03
1.4500e+03,2.1000e+03,2.0829e-13,3.1600e-03,2.3190e-03,2.9450e-04
1.4500e+03,2.1000e+03,8.5039e-14,7.7400e-03,6.0560e-02,1.5050e-03
1.4500e+03,2.1000e+03,3.4642e-14,1.9000e-02,3.0570e-01,3.3870e-03
1.4500e+03,2.1000e+03,1.4185e-14,4.6400e-02,6.0180e-01,4.7500e-03
1.4500e+03,2.1000e+03,5.7737e-15,1.1400e-01,7.2740e-01,5.1620e-03
1.4500e+03,2.1000e+03,2.3676e-15,2.7800e-01,6.9580e-01,4.8970e-03
1.4500e+03,2.1000e+03,9.6652e-16,6.8100e-01,5.6480e-01,4.1850e-03
1.4500e+03,2.1000e+03,3.9413e-16,1.6700e+00,3.7980e-01,3.2220e-03
1.4500e+03,2.1000e+03,1.6132e-16,4.0800e+00,2.1040e-01,2.2650e-03
5.0000e+01,2.1000e+03,9.6652e-16,6.8100e-01,2.5530e-02,5.3720e-04
1.4500e+03,2.1000e+03,6.5820e-17,1.0000e+01,9.9950e-02,1.4930e-03
