#Efficiencies for the Trackless SR obtained with recasting for the Strong model:
# (pp > Gluino Gluino, Gluino > q,q,N1).
  mN1_GeV, mGluino_GeV, width_GeV, tau_ns,     Eff,       EffErr
8.5000e+02,1.9000e+03,6.5820e-17,1.0000e+01,4.0110e-04,4.9500e-05
8.5000e+02,2.1000e+03,2.0829e-13,3.1600e-03,5.2030e-06,5.2030e-06
8.5000e+02,2.1000e+03,8.5039e-14,7.7400e-03,7.3830e-05,2.2780e-05
8.5000e+02,2.1000e+03,3.4642e-14,1.9000e-02,3.6980e-04,4.9980e-05
8.5000e+02,2.1000e+03,1.4185e-14,4.6400e-02,7.0430e-04,7.3840e-05
8.5000e+02,2.1000e+03,5.7737e-15,1.1400e-01,8.6660e-04,8.2530e-05
8.5000e+02,2.1000e+03,2.3676e-15,2.7800e-01,7.6720e-04,7.1930e-05
8.5000e+02,2.1000e+03,9.6652e-16,6.8100e-01,5.9450e-04,6.3470e-05
8.5000e+02,2.1000e+03,3.9413e-16,1.6700e+00,3.6870e-04,5.0180e-05
8.5000e+02,2.1000e+03,1.6132e-16,4.0800e+00,1.8780e-04,3.1010e-05
5.0000e+01,1.7000e+03,8.5039e-14,7.7400e-03,7.7940e-03,2.1130e-04
8.5000e+02,2.1000e+03,6.5820e-17,1.0000e+01,1.2520e-04,2.6850e-05
8.5000e+02,2.3000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
8.5000e+02,2.3000e+03,8.5039e-14,7.7400e-03,2.5400e-05,1.1190e-05
8.5000e+02,2.3000e+03,3.4642e-14,1.9000e-02,1.2720e-04,2.8970e-05
8.5000e+02,2.3000e+03,1.4185e-14,4.6400e-02,2.6830e-04,4.2030e-05
8.5000e+02,2.3000e+03,5.7737e-15,1.1400e-01,2.8900e-04,4.2220e-05
8.5000e+02,2.3000e+03,2.3676e-15,2.7800e-01,2.4190e-04,3.6730e-05
8.5000e+02,2.3000e+03,9.6652e-16,6.8100e-01,1.9720e-04,3.5260e-05
8.5000e+02,2.3000e+03,3.9413e-16,1.6700e+00,1.2550e-04,2.6910e-05
8.5000e+02,2.3000e+03,1.6132e-16,4.0800e+00,8.3060e-05,2.3710e-05
5.0000e+01,1.7000e+03,3.4642e-14,1.9000e-02,7.3800e-03,1.9990e-04
8.5000e+02,2.3000e+03,6.5820e-17,1.0000e+01,6.6030e-05,2.3790e-05
8.5000e+02,2.5000e+03,2.0829e-13,3.1600e-03,1.3530e-05,1.3530e-05
8.5000e+02,2.5000e+03,8.5039e-14,7.7400e-03,3.3240e-05,1.6540e-05
8.5000e+02,2.5000e+03,3.4642e-14,1.9000e-02,5.6370e-05,1.8310e-05
8.5000e+02,2.5000e+03,1.4185e-14,4.6400e-02,8.8280e-05,2.3550e-05
8.5000e+02,2.5000e+03,5.7737e-15,1.1400e-01,8.3750e-05,2.2810e-05
8.5000e+02,2.5000e+03,2.3676e-15,2.7800e-01,9.8950e-05,2.8010e-05
8.5000e+02,2.5000e+03,9.6652e-16,6.8100e-01,9.7490e-05,2.6580e-05
8.5000e+02,2.5000e+03,3.9413e-16,1.6700e+00,5.8000e-05,2.1110e-05
8.5000e+02,2.5000e+03,1.6132e-16,4.0800e+00,3.5160e-05,1.8640e-05
5.0000e+01,1.7000e+03,1.4185e-14,4.6400e-02,5.6140e-03,1.6220e-04
8.5000e+02,2.5000e+03,6.5820e-17,1.0000e+01,1.7320e-05,1.2720e-05
8.5000e+02,2.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
8.5000e+02,2.7000e+03,8.5039e-14,7.7400e-03,9.5650e-06,9.5650e-06
8.5000e+02,2.7000e+03,3.4642e-14,1.9000e-02,2.8930e-05,1.4160e-05
8.5000e+02,2.7000e+03,1.4185e-14,4.6400e-02,3.5460e-05,1.5490e-05
8.5000e+02,2.7000e+03,5.7737e-15,1.1400e-01,3.1220e-05,1.2060e-05
8.5000e+02,2.7000e+03,2.3676e-15,2.7800e-01,2.4480e-05,1.1370e-05
8.5000e+02,2.7000e+03,9.6652e-16,6.8100e-01,1.2560e-05,7.0460e-06
8.5000e+02,2.7000e+03,3.9413e-16,1.6700e+00,9.5270e-06,6.7960e-06
8.5000e+02,2.7000e+03,1.6132e-16,4.0800e+00,6.4270e-06,6.2110e-06
5.0000e+01,1.7000e+03,5.7737e-15,1.1400e-01,3.4450e-03,1.1860e-04
8.5000e+02,2.7000e+03,6.5820e-17,1.0000e+01,7.0230e-07,7.0230e-07
8.5000e+02,2.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
8.5000e+02,2.9000e+03,8.5039e-14,7.7400e-03,1.0990e-05,1.0990e-05
8.5000e+02,2.9000e+03,3.4642e-14,1.9000e-02,2.3560e-05,1.4860e-05
8.5000e+02,2.9000e+03,1.4185e-14,4.6400e-02,2.5530e-05,1.4010e-05
8.5000e+02,2.9000e+03,5.7737e-15,1.1400e-01,1.9220e-05,1.2670e-05
8.5000e+02,2.9000e+03,2.3676e-15,2.7800e-01,1.0580e-05,6.9910e-06
8.5000e+02,2.9000e+03,9.6652e-16,6.8100e-01,1.8390e-05,1.2590e-05
8.5000e+02,2.9000e+03,3.9413e-16,1.6700e+00,1.6650e-05,1.1060e-05
8.5000e+02,2.9000e+03,1.6132e-16,4.0800e+00,1.3130e-05,9.9040e-06
5.0000e+01,1.7000e+03,2.3676e-15,2.7800e-01,1.8750e-03,8.5410e-05
8.5000e+02,2.9000e+03,6.5820e-17,1.0000e+01,5.3200e-06,4.9300e-06
1.0500e+03,1.2500e+03,2.0829e-13,3.1600e-03,5.7850e-05,1.8680e-05
1.0500e+03,1.2500e+03,8.5039e-14,7.7400e-03,4.1230e-03,1.9530e-04
1.0500e+03,1.2500e+03,3.4642e-14,1.9000e-02,3.3340e-02,5.9720e-04
1.0500e+03,1.2500e+03,1.4185e-14,4.6400e-02,8.2900e-02,9.7960e-04
1.0500e+03,1.2500e+03,5.7737e-15,1.1400e-01,1.1270e-01,1.1590e-03
1.0500e+03,1.2500e+03,2.3676e-15,2.7800e-01,1.1200e-01,1.1380e-03
1.0500e+03,1.2500e+03,9.6652e-16,6.8100e-01,9.2860e-02,9.9630e-04
1.0500e+03,1.2500e+03,3.9413e-16,1.6700e+00,6.2510e-02,7.7690e-04
1.0500e+03,1.2500e+03,1.6132e-16,4.0800e+00,3.5660e-02,5.5480e-04
5.0000e+01,1.7000e+03,9.6652e-16,6.8100e-01,9.2090e-04,5.6500e-05
1.0500e+03,1.2500e+03,6.5820e-17,1.0000e+01,1.8210e-02,3.8760e-04
1.0500e+03,1.5000e+03,2.0829e-13,3.1600e-03,1.4940e-05,8.7820e-06
1.0500e+03,1.5000e+03,8.5039e-14,7.7400e-03,1.2450e-03,9.4670e-05
1.0500e+03,1.5000e+03,3.4642e-14,1.9000e-02,1.0180e-02,2.8990e-04
1.0500e+03,1.5000e+03,1.4185e-14,4.6400e-02,2.4710e-02,4.6150e-04
1.0500e+03,1.5000e+03,5.7737e-15,1.1400e-01,3.4210e-02,5.4720e-04
1.0500e+03,1.5000e+03,2.3676e-15,2.7800e-01,3.4430e-02,5.3960e-04
1.0500e+03,1.5000e+03,9.6652e-16,6.8100e-01,2.8870e-02,4.7440e-04
1.0500e+03,1.5000e+03,3.9413e-16,1.6700e+00,1.9760e-02,3.6970e-04
1.0500e+03,1.5000e+03,1.6132e-16,4.0800e+00,1.1720e-02,2.7630e-04
5.0000e+01,1.7000e+03,3.9413e-16,1.6700e+00,4.5950e-04,4.1630e-05
1.0500e+03,1.5000e+03,6.5820e-17,1.0000e+01,6.2050e-03,2.0280e-04
1.0500e+03,1.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.0500e+03,1.7000e+03,8.5039e-14,7.7400e-03,3.6220e-04,5.0590e-05
1.0500e+03,1.7000e+03,3.4642e-14,1.9000e-02,2.6630e-03,1.3850e-04
1.0500e+03,1.7000e+03,1.4185e-14,4.6400e-02,6.3740e-03,2.1620e-04
1.0500e+03,1.7000e+03,5.7737e-15,1.1400e-01,8.7230e-03,2.5210e-04
1.0500e+03,1.7000e+03,2.3676e-15,2.7800e-01,8.6130e-03,2.4310e-04
1.0500e+03,1.7000e+03,9.6652e-16,6.8100e-01,7.2410e-03,2.1350e-04
1.0500e+03,1.7000e+03,3.9413e-16,1.6700e+00,5.0190e-03,1.6820e-04
1.0500e+03,1.7000e+03,1.6132e-16,4.0800e+00,3.0080e-03,1.2680e-04
5.0000e+01,1.7000e+03,1.6132e-16,4.0800e+00,1.9490e-04,2.6020e-05
1.0500e+03,1.7000e+03,6.5820e-17,1.0000e+01,1.7000e-03,9.9240e-05
1.0500e+03,1.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.0500e+03,1.9000e+03,8.5039e-14,7.7400e-03,1.1110e-04,2.8010e-05
1.0500e+03,1.9000e+03,3.4642e-14,1.9000e-02,6.3770e-04,6.9100e-05
1.0500e+03,1.9000e+03,1.4185e-14,4.6400e-02,1.5700e-03,1.0650e-04
1.0500e+03,1.9000e+03,5.7737e-15,1.1400e-01,2.2980e-03,1.2850e-04
1.0500e+03,1.9000e+03,2.3676e-15,2.7800e-01,2.2540e-03,1.2330e-04
1.0500e+03,1.9000e+03,9.6652e-16,6.8100e-01,1.8770e-03,1.0800e-04
1.0500e+03,1.9000e+03,3.9413e-16,1.6700e+00,1.2740e-03,8.1880e-05
1.0500e+03,1.9000e+03,1.6132e-16,4.0800e+00,7.9040e-04,6.4900e-05
5.0000e+01,1.7000e+03,6.5820e-17,1.0000e+01,8.4760e-05,1.5460e-05
1.0500e+03,1.9000e+03,6.5820e-17,1.0000e+01,4.4950e-04,5.0640e-05
1.0500e+03,2.1000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.1000e+03,8.5039e-14,7.7400e-03,2.6130e-05,1.3260e-05
1.0500e+03,2.1000e+03,3.4642e-14,1.9000e-02,1.4370e-04,2.8860e-05
1.0500e+03,2.1000e+03,1.4185e-14,4.6400e-02,3.5230e-04,4.8650e-05
1.0500e+03,2.1000e+03,5.7737e-15,1.1400e-01,4.7950e-04,5.6110e-05
1.0500e+03,2.1000e+03,2.3676e-15,2.7800e-01,4.7780e-04,5.3300e-05
1.0500e+03,2.1000e+03,9.6652e-16,6.8100e-01,3.7520e-04,4.9570e-05
1.0500e+03,2.1000e+03,3.9413e-16,1.6700e+00,2.3290e-04,3.9180e-05
1.0500e+03,2.1000e+03,1.6132e-16,4.0800e+00,1.3060e-04,2.5690e-05
5.0000e+01,1.9000e+03,2.0829e-13,3.1600e-03,2.8180e-03,1.2410e-04
1.0500e+03,2.1000e+03,6.5820e-17,1.0000e+01,9.9850e-05,2.7960e-05
1.0500e+03,2.3000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.3000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.3000e+03,3.4642e-14,1.9000e-02,4.1810e-05,1.6470e-05
1.0500e+03,2.3000e+03,1.4185e-14,4.6400e-02,1.1160e-04,2.7440e-05
1.0500e+03,2.3000e+03,5.7737e-15,1.1400e-01,1.5860e-04,3.2260e-05
1.0500e+03,2.3000e+03,2.3676e-15,2.7800e-01,1.6510e-04,3.2250e-05
1.0500e+03,2.3000e+03,9.6652e-16,6.8100e-01,1.3240e-04,2.6800e-05
1.0500e+03,2.3000e+03,3.9413e-16,1.6700e+00,9.4270e-05,1.9740e-05
1.0500e+03,2.3000e+03,1.6132e-16,4.0800e+00,4.3700e-05,1.2580e-05
5.0000e+01,1.9000e+03,8.5039e-14,7.7400e-03,3.4550e-03,1.3790e-04
1.0500e+03,2.3000e+03,6.5820e-17,1.0000e+01,2.9010e-05,1.4010e-05
1.0500e+03,2.5000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.5000e+03,8.5039e-14,7.7400e-03,7.6330e-06,5.4180e-06
1.0500e+03,2.5000e+03,3.4642e-14,1.9000e-02,2.2700e-05,9.2960e-06
1.0500e+03,2.5000e+03,1.4185e-14,4.6400e-02,5.3760e-05,1.8600e-05
1.0500e+03,2.5000e+03,5.7737e-15,1.1400e-01,6.7530e-05,2.0120e-05
1.0500e+03,2.5000e+03,2.3676e-15,2.7800e-01,7.2930e-05,2.2090e-05
1.0500e+03,2.5000e+03,9.6652e-16,6.8100e-01,7.0230e-05,2.1590e-05
1.0500e+03,2.5000e+03,3.9413e-16,1.6700e+00,3.3910e-05,1.3270e-05
1.0500e+03,2.5000e+03,1.6132e-16,4.0800e+00,1.4900e-05,8.5070e-06
5.0000e+01,1.9000e+03,3.4642e-14,1.9000e-02,3.1790e-03,1.2810e-04
1.0500e+03,2.5000e+03,6.5820e-17,1.0000e+01,1.1420e-05,6.3540e-06
1.0500e+03,2.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.7000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.7000e+03,3.4642e-14,1.9000e-02,3.3010e-06,3.3010e-06
1.0500e+03,2.7000e+03,1.4185e-14,4.6400e-02,1.6110e-05,8.1900e-06
1.0500e+03,2.7000e+03,5.7737e-15,1.1400e-01,2.8210e-05,1.1990e-05
1.0500e+03,2.7000e+03,2.3676e-15,2.7800e-01,2.4360e-05,1.1390e-05
1.0500e+03,2.7000e+03,9.6652e-16,6.8100e-01,3.0700e-05,1.2650e-05
1.0500e+03,2.7000e+03,3.9413e-16,1.6700e+00,1.6850e-05,7.6430e-06
1.0500e+03,2.7000e+03,1.6132e-16,4.0800e+00,4.1990e-06,2.2860e-06
5.0000e+01,1.9000e+03,1.4185e-14,4.6400e-02,2.4160e-03,1.0650e-04
1.0500e+03,2.7000e+03,6.5820e-17,1.0000e+01,8.2970e-06,5.8680e-06
1.0500e+03,2.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.9000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.0500e+03,2.9000e+03,3.4642e-14,1.9000e-02,8.2610e-06,6.0860e-06
1.0500e+03,2.9000e+03,1.4185e-14,4.6400e-02,2.1400e-05,1.1240e-05
1.0500e+03,2.9000e+03,5.7737e-15,1.1400e-01,2.2810e-05,1.0950e-05
1.0500e+03,2.9000e+03,2.3676e-15,2.7800e-01,2.0700e-05,1.0340e-05
1.0500e+03,2.9000e+03,9.6652e-16,6.8100e-01,1.7800e-05,1.0030e-05
1.0500e+03,2.9000e+03,3.9413e-16,1.6700e+00,5.9060e-06,4.1180e-06
1.0500e+03,2.9000e+03,1.6132e-16,4.0800e+00,6.9020e-06,6.4430e-06
5.0000e+01,1.9000e+03,5.7737e-15,1.1400e-01,1.4320e-03,7.6780e-05
1.0500e+03,2.9000e+03,6.5820e-17,1.0000e+01,6.4830e-07,6.4830e-07
1.2500e+03,1.5000e+03,2.0829e-13,3.1600e-03,1.6750e-05,8.4580e-06
1.2500e+03,1.5000e+03,8.5039e-14,7.7400e-03,7.2060e-04,7.2410e-05
1.2500e+03,1.5000e+03,3.4642e-14,1.9000e-02,7.7390e-03,2.5920e-04
1.2500e+03,1.5000e+03,1.4185e-14,4.6400e-02,2.2930e-02,4.5920e-04
1.2500e+03,1.5000e+03,5.7737e-15,1.1400e-01,3.4260e-02,5.6730e-04
1.2500e+03,1.5000e+03,2.3676e-15,2.7800e-01,3.5880e-02,5.7270e-04
1.2500e+03,1.5000e+03,9.6652e-16,6.8100e-01,3.1090e-02,5.1790e-04
1.2500e+03,1.5000e+03,3.9413e-16,1.6700e+00,2.1850e-02,4.1410e-04
1.2500e+03,1.5000e+03,1.6132e-16,4.0800e+00,1.3590e-02,3.1460e-04
5.0000e+01,1.9000e+03,2.3676e-15,2.7800e-01,7.6600e-04,5.3940e-05
1.2500e+03,1.5000e+03,6.5820e-17,1.0000e+01,7.5020e-03,2.3050e-04
1.2500e+03,1.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.2500e+03,1.7000e+03,8.5039e-14,7.7400e-03,2.2470e-04,3.9570e-05
1.2500e+03,1.7000e+03,3.4642e-14,1.9000e-02,2.3690e-03,1.3320e-04
1.2500e+03,1.7000e+03,1.4185e-14,4.6400e-02,6.7500e-03,2.2980e-04
1.2500e+03,1.7000e+03,5.7737e-15,1.1400e-01,1.0210e-02,2.8660e-04
1.2500e+03,1.7000e+03,2.3676e-15,2.7800e-01,1.0390e-02,2.8390e-04
1.2500e+03,1.7000e+03,9.6652e-16,6.8100e-01,8.9150e-03,2.5130e-04
1.2500e+03,1.7000e+03,3.9413e-16,1.6700e+00,6.2570e-03,1.9720e-04
1.2500e+03,1.7000e+03,1.6132e-16,4.0800e+00,3.6410e-03,1.4280e-04
5.0000e+01,1.9000e+03,9.6652e-16,6.8100e-01,3.6460e-04,3.6350e-05
1.2500e+03,1.7000e+03,6.5820e-17,1.0000e+01,2.0090e-03,1.0850e-04
1.2500e+03,1.9000e+03,2.0829e-13,3.1600e-03,3.4100e-06,3.4100e-06
1.2500e+03,1.9000e+03,8.5039e-14,7.7400e-03,5.2290e-05,1.7660e-05
1.2500e+03,1.9000e+03,3.4642e-14,1.9000e-02,6.6660e-04,6.7260e-05
1.2500e+03,1.9000e+03,1.4185e-14,4.6400e-02,1.7930e-03,1.1510e-04
1.2500e+03,1.9000e+03,5.7737e-15,1.1400e-01,2.5010e-03,1.3350e-04
1.2500e+03,1.9000e+03,2.3676e-15,2.7800e-01,2.6630e-03,1.3530e-04
1.2500e+03,1.9000e+03,9.6652e-16,6.8100e-01,2.1990e-03,1.1800e-04
1.2500e+03,1.9000e+03,3.9413e-16,1.6700e+00,1.5380e-03,9.2830e-05
1.2500e+03,1.9000e+03,1.6132e-16,4.0800e+00,9.3610e-04,7.0880e-05
5.0000e+01,1.9000e+03,3.9413e-16,1.6700e+00,1.6770e-04,2.5210e-05
1.2500e+03,1.9000e+03,6.5820e-17,1.0000e+01,5.5770e-04,5.7140e-05
1.2500e+03,2.1000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.1000e+03,8.5039e-14,7.7400e-03,1.2290e-05,7.2680e-06
1.2500e+03,2.1000e+03,3.4642e-14,1.9000e-02,1.0390e-04,2.5760e-05
1.2500e+03,2.1000e+03,1.4185e-14,4.6400e-02,4.0030e-04,5.0480e-05
1.2500e+03,2.1000e+03,5.7737e-15,1.1400e-01,5.5050e-04,5.9450e-05
1.2500e+03,2.1000e+03,2.3676e-15,2.7800e-01,5.3530e-04,5.7190e-05
1.2500e+03,2.1000e+03,9.6652e-16,6.8100e-01,4.4030e-04,4.9610e-05
1.2500e+03,2.1000e+03,3.9413e-16,1.6700e+00,3.3460e-04,4.1880e-05
1.2500e+03,2.1000e+03,1.6132e-16,4.0800e+00,2.0900e-04,3.3530e-05
5.0000e+01,1.9000e+03,1.6132e-16,4.0800e+00,8.6250e-05,1.7810e-05
1.2500e+03,2.1000e+03,6.5820e-17,1.0000e+01,1.3340e-04,2.7150e-05
1.2500e+03,2.3000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.3000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.3000e+03,3.4642e-14,1.9000e-02,1.9620e-05,1.2390e-05
1.2500e+03,2.3000e+03,1.4185e-14,4.6400e-02,1.3180e-04,3.4530e-05
1.2500e+03,2.3000e+03,5.7737e-15,1.1400e-01,1.8640e-04,3.9620e-05
1.2500e+03,2.3000e+03,2.3676e-15,2.7800e-01,1.7430e-04,3.3500e-05
1.2500e+03,2.3000e+03,9.6652e-16,6.8100e-01,1.4390e-04,2.9580e-05
1.2500e+03,2.3000e+03,3.9413e-16,1.6700e+00,9.2980e-05,2.1620e-05
1.2500e+03,2.3000e+03,1.6132e-16,4.0800e+00,5.7370e-05,1.6440e-05
5.0000e+01,1.9000e+03,6.5820e-17,1.0000e+01,2.2680e-05,8.3520e-06
1.2500e+03,2.3000e+03,6.5820e-17,1.0000e+01,2.8920e-05,1.2830e-05
1.2500e+03,2.5000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.5000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.5000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
1.2500e+03,2.5000e+03,1.4185e-14,4.6400e-02,2.5970e-05,1.1020e-05
1.2500e+03,2.5000e+03,5.7737e-15,1.1400e-01,3.4470e-05,1.2640e-05
1.2500e+03,2.5000e+03,2.3676e-15,2.7800e-01,4.7670e-05,1.6250e-05
1.2500e+03,2.5000e+03,9.6652e-16,6.8100e-01,3.7240e-05,1.4050e-05
1.2500e+03,2.5000e+03,3.9413e-16,1.6700e+00,2.5950e-05,1.1980e-05
1.2500e+03,2.5000e+03,1.6132e-16,4.0800e+00,1.4520e-05,1.0300e-05
5.0000e+01,2.1000e+03,2.0829e-13,3.1600e-03,1.3270e-03,8.3980e-05
1.2500e+03,2.5000e+03,6.5820e-17,1.0000e+01,4.5660e-06,3.8730e-06
1.2500e+03,2.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.7000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.7000e+03,3.4642e-14,1.9000e-02,4.3370e-06,4.3370e-06
1.2500e+03,2.7000e+03,1.4185e-14,4.6400e-02,1.7350e-05,1.3720e-05
1.2500e+03,2.7000e+03,5.7737e-15,1.1400e-01,2.6330e-05,1.6580e-05
1.2500e+03,2.7000e+03,2.3676e-15,2.7800e-01,3.1780e-05,1.8040e-05
1.2500e+03,2.7000e+03,9.6652e-16,6.8100e-01,2.8990e-05,1.7320e-05
1.2500e+03,2.7000e+03,3.9413e-16,1.6700e+00,1.2670e-05,7.0430e-06
1.2500e+03,2.7000e+03,1.6132e-16,4.0800e+00,7.3030e-06,4.8080e-06
5.0000e+01,2.1000e+03,8.5039e-14,7.7400e-03,1.6120e-03,9.1680e-05
1.2500e+03,2.7000e+03,6.5820e-17,1.0000e+01,2.1490e-07,2.1490e-07
1.2500e+03,2.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,3.4642e-14,1.9000e-02,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,1.4185e-14,4.6400e-02,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,5.7737e-15,1.1400e-01,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,2.3676e-15,2.7800e-01,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,9.6652e-16,6.8100e-01,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,3.9413e-16,1.6700e+00,0.0000e+00,0.0000e+00
1.2500e+03,2.9000e+03,1.6132e-16,4.0800e+00,0.0000e+00,0.0000e+00
5.0000e+01,2.1000e+03,3.4642e-14,1.9000e-02,1.5030e-03,8.8370e-05
1.2500e+03,2.9000e+03,6.5820e-17,1.0000e+01,0.0000e+00,0.0000e+00
1.4500e+03,1.5000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,1.5000e+03,8.5039e-14,7.7400e-03,6.9010e-04,7.9670e-05
1.4500e+03,1.5000e+03,3.4642e-14,1.9000e-02,8.6260e-03,2.9480e-04
1.4500e+03,1.5000e+03,1.4185e-14,4.6400e-02,2.6220e-02,5.2290e-04
1.4500e+03,1.5000e+03,5.7737e-15,1.1400e-01,3.9200e-02,6.4670e-04
1.4500e+03,1.5000e+03,2.3676e-15,2.7800e-01,4.0960e-02,6.5310e-04
1.4500e+03,1.5000e+03,9.6652e-16,6.8100e-01,3.5700e-02,5.9100e-04
1.4500e+03,1.5000e+03,3.9413e-16,1.6700e+00,2.6120e-02,4.8360e-04
1.4500e+03,1.5000e+03,1.6132e-16,4.0800e+00,1.5480e-02,3.5410e-04
5.0000e+01,2.1000e+03,1.4185e-14,4.6400e-02,1.0360e-03,6.7660e-05
1.4500e+03,1.5000e+03,6.5820e-17,1.0000e+01,7.9630e-03,2.3950e-04
1.4500e+03,1.7000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,1.7000e+03,8.5039e-14,7.7400e-03,2.3830e-04,4.2680e-05
1.4500e+03,1.7000e+03,3.4642e-14,1.9000e-02,2.2960e-03,1.3500e-04
1.4500e+03,1.7000e+03,1.4185e-14,4.6400e-02,7.8020e-03,2.5980e-04
1.4500e+03,1.7000e+03,5.7737e-15,1.1400e-01,1.2760e-02,3.4010e-04
1.4500e+03,1.7000e+03,2.3676e-15,2.7800e-01,1.3770e-02,3.5250e-04
1.4500e+03,1.7000e+03,9.6652e-16,6.8100e-01,1.1870e-02,3.1300e-04
1.4500e+03,1.7000e+03,3.9413e-16,1.6700e+00,8.4090e-03,2.4350e-04
1.4500e+03,1.7000e+03,1.6132e-16,4.0800e+00,5.1400e-03,1.8190e-04
5.0000e+01,2.1000e+03,5.7737e-15,1.1400e-01,6.5440e-04,5.0460e-05
1.4500e+03,1.7000e+03,6.5820e-17,1.0000e+01,2.8460e-03,1.3610e-04
1.4500e+03,1.9000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,1.9000e+03,8.5039e-14,7.7400e-03,3.4120e-05,1.6420e-05
1.4500e+03,1.9000e+03,3.4642e-14,1.9000e-02,5.2280e-04,6.4700e-05
1.4500e+03,1.9000e+03,1.4185e-14,4.6400e-02,1.9410e-03,1.2230e-04
1.4500e+03,1.9000e+03,5.7737e-15,1.1400e-01,3.3720e-03,1.6370e-04
1.4500e+03,1.9000e+03,2.3676e-15,2.7800e-01,3.6130e-03,1.6920e-04
1.4500e+03,1.9000e+03,9.6652e-16,6.8100e-01,3.0580e-03,1.4860e-04
1.4500e+03,1.9000e+03,3.9413e-16,1.6700e+00,2.1090e-03,1.1240e-04
1.4500e+03,1.9000e+03,1.6132e-16,4.0800e+00,1.3070e-03,8.3970e-05
5.0000e+01,2.1000e+03,2.3676e-15,2.7800e-01,4.1470e-04,4.1120e-05
1.4500e+03,1.9000e+03,6.5820e-17,1.0000e+01,8.7920e-04,7.4940e-05
1.4500e+03,2.1000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.1000e+03,8.5039e-14,7.7400e-03,1.0350e-05,6.0330e-06
1.4500e+03,2.1000e+03,3.4642e-14,1.9000e-02,1.3850e-04,2.9720e-05
1.4500e+03,2.1000e+03,1.4185e-14,4.6400e-02,3.7520e-04,5.0670e-05
1.4500e+03,2.1000e+03,5.7737e-15,1.1400e-01,6.2560e-04,6.5830e-05
1.4500e+03,2.1000e+03,2.3676e-15,2.7800e-01,7.8000e-04,7.4120e-05
1.4500e+03,2.1000e+03,9.6652e-16,6.8100e-01,6.0450e-04,6.1300e-05
1.4500e+03,2.1000e+03,3.9413e-16,1.6700e+00,4.9510e-04,5.6400e-05
1.4500e+03,2.1000e+03,1.6132e-16,4.0800e+00,3.0570e-04,4.4400e-05
5.0000e+01,2.1000e+03,9.6652e-16,6.8100e-01,1.9520e-04,2.5810e-05
1.4500e+03,2.1000e+03,6.5820e-17,1.0000e+01,1.8320e-04,3.2630e-05
1.4500e+03,2.3000e+03,2.0829e-13,3.1600e-03,0.0000e+00,0.0000e+00
1.4500e+03,2.3000e+03,8.5039e-14,7.7400e-03,0.0000e+00,0.0000e+00
